BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr1	29600000	29605000	chr1	30295000	30300000	0.0008327308812779643	2.599207668339954
chr1	30305000	30310000	chr1	30620000	30625000	0.00077996223996284	3.6758347359905126
chr1	30435000	30440000	chr1	30620000	30625000	0.07091995111529383	2.111212657236631
chr1	30735000	30740000	chr1	31190000	31195000	0.00077996223996284	3.2
chr1	30760000	30765000	chr1	31190000	31195000	0.0413083228528273	3.6758347359905126
chr1	30815000	30820000	chr1	31085000	31090000	0.08769819288682221	4.222425314473262
chr1	30825000	30830000	chr1	30975000	30980000	1.4248305814090756e-06	3.6758347359905126
chr1	30815000	30820000	chr1	31190000	31195000	4.863593346948747e-07	2.111212657236631
chr1	30850000	30855000	chr1	30895000	30900000	2.0567177612007548e-05	3.2
chr1	30855000	30860000	chr1	30975000	30980000	0.00077996223996284	2.599207668339954
chr1	30910000	30915000	chr1	30980000	30985000	0.00015777072051659236	2.111212657236631
chr1	30960000	30965000	chr1	31190000	31195000	5.1184671332002755e-05	2.111212657236631
chr1	30990000	30995000	chr1	31190000	31195000	0.020000183473858162	2.111212657236631
chr1	31245000	31250000	chr1	32035000	32040000	8.236521174795897e-05	2.111212657236631
chr1	31245000	31250000	chr1	32735000	32740000	0.0012414320240359867	3.6758347359905126
chr1	31250000	31255000	chr1	31370000	31375000	5.1184671332002755e-05	2.599207668339954
chr1	31255000	31260000	chr1	33060000	33065000	0.0017583489774478413	3.2
chr1	31935000	31940000	chr1	32030000	32035000	0.06053327990082766	3.2
chr1	32215000	32220000	chr1	32735000	32740000	0.0031886872156669734	2.599207668339954
chr1	32210000	32215000	chr1	33060000	33065000	0.07770339540701511	2.111212657236631
chr1	33000000	33005000	chr1	33570000	33575000	0.004531345978437573	2.599207668339954
chr1	33200000	33205000	chr1	33475000	33480000	0.085674232315634	2.111212657236631
chr1	33330000	33335000	chr1	33575000	33580000	0.0049903223450220606	2.111212657236631
chr1	33710000	33715000	chr1	33775000	33780000	0.0001863516216399056	2.111212657236631
chr1	33710000	33715000	chr1	33910000	33915000	0.00077996223996284	5.198415336679908
chr1	9615000	9620000	chr1	10105000	10110000	0.053584754143550274	2.111212657236631
chr1	9840000	9845000	chr1	10000000	10005000	0.030870273351427772	2.599207668339954
chr1	9840000	9845000	chr1	10070000	10075000	0.009846692239553955	2.111212657236631
chr1	9840000	9845000	chr1	10160000	10165000	0.0037252199592855283	2.111212657236631
chr1	9845000	9850000	chr1	10825000	10830000	0.024611065586044728	2.111212657236631
chr1	10015000	10020000	chr1	10105000	10110000	0.0010597617839701503	2.111212657236631
chr1	10080000	10085000	chr1	10155000	10160000	0.08489134522794556	2.111212657236631
chr1	10265000	10270000	chr1	10825000	10830000	0.008281046456120728	2.111212657236631
chr1	10325000	10330000	chr1	11845000	11850000	0.08802800038045734	2.111212657236631
chr1	10535000	10540000	chr1	11560000	11565000	0.07580138681777793	2.111212657236631
chr1	10560000	10565000	chr1	10825000	10830000	0.03893648879267557	3.6758347359905126
chr1	10830000	10835000	chr1	11635000	11640000	0.05677504749790459	2.599207668339954
chr1	10860000	10865000	chr1	12455000	12460000	0.03581797522617887	2.111212657236631
chr1	10905000	10910000	chr1	11710000	11715000	0.010098862225129578	2.111212657236631
chr1	10905000	10910000	chr1	11025000	11030000	0.01662977555663944	2.111212657236631
chr1	10905000	10910000	chr1	11065000	11070000	0.05677504749790459	2.599207668339954
chr1	10905000	10910000	chr1	11205000	11210000	1.8889409635112074e-05	2.111212657236631
chr1	10905000	10910000	chr1	11635000	11640000	3.828222367610239e-06	2.111212657236631
chr1	11100000	11105000	chr1	12655000	12660000	0.06178061362114969	2.111212657236631
chr1	11135000	11140000	chr1	11635000	11640000	0.04001413545960552	2.599207668339954
chr1	11220000	11225000	chr1	11640000	11645000	0.0009022315204429976	4.222425314473262
chr1	11300000	11305000	chr1	11480000	11485000	0.04013037347848278	2.111212657236631
chr1	11300000	11305000	chr1	11530000	11535000	0.04146896729176029	2.111212657236631
chr1	11300000	11305000	chr1	11635000	11640000	9.731351628690554e-05	2.111212657236631
chr1	11330000	11335000	chr1	12900000	12905000	0.04013037347848278	2.111212657236631
chr1	11345000	11350000	chr1	11465000	11470000	0.04793262523301365	2.111212657236631
chr1	11350000	11355000	chr1	11395000	11400000	0.04534433964233471	2.111212657236631
chr1	11350000	11355000	chr1	12810000	12815000	0.03249808263544944	2.111212657236631
chr1	11405000	11410000	chr1	12810000	12815000	0.08006625815229967	3.6758347359905126
chr1	11405000	11410000	chr1	13155000	13160000	0.07995741206617459	2.111212657236631
chr1	11420000	11425000	chr1	11635000	11640000	0.07890847404053175	2.111212657236631
chr1	11435000	11440000	chr1	12665000	12670000	0.01560235538071827	2.599207668339954
chr1	11455000	11460000	chr1	11635000	11640000	0.02358567044467661	2.599207668339954
chr1	11465000	11470000	chr1	11565000	11570000	0.02652374299477458	2.111212657236631
chr1	11465000	11470000	chr1	12810000	12815000	0.03581797522617887	2.111212657236631
chr1	11470000	11475000	chr1	11530000	11535000	0.04013037347848278	2.111212657236631
chr1	11485000	11490000	chr1	11630000	11635000	0.04001413545960552	3.6758347359905126
chr1	11565000	11570000	chr1	12810000	12815000	0.05633028065025446	2.111212657236631
chr1	11650000	11655000	chr1	12905000	12910000	0.003961434245549483	3.6758347359905126
chr1	11720000	11725000	chr1	12635000	12640000	0.06065338439915558	3.2
chr1	11720000	11725000	chr1	12705000	12710000	0.013521100714887256	3.2
chr1	11720000	11725000	chr1	13005000	13010000	0.03581797522617887	2.111212657236631
chr1	11725000	11730000	chr1	12095000	12100000	0.02556788462241095	2.111212657236631
chr1	11725000	11730000	chr1	12765000	12770000	1.3654960105096464e-06	2.111212657236631
chr1	11725000	11730000	chr1	12865000	12870000	0.03581797522617887	2.111212657236631
chr1	11725000	11730000	chr1	12905000	12910000	9.572128737792932e-09	2.111212657236631
chr1	11725000	11730000	chr1	13100000	13105000	0.059840154683560506	3.2
chr1	11815000	11820000	chr1	12670000	12675000	0.04013037347848278	2.599207668339954
chr1	11825000	11830000	chr1	12905000	12910000	0.01662977555663944	3.6758347359905126
chr1	11845000	11850000	chr1	12905000	12910000	0.08922701619342822	2.111212657236631
chr1	12015000	12020000	chr1	12665000	12670000	1.1878477303305724e-05	2.599207668339954
chr1	12095000	12100000	chr1	12905000	12910000	0.03581797522617887	2.111212657236631
chr1	12305000	12310000	chr1	12910000	12915000	0.028724760639233734	2.599207668339954
chr1	12360000	12365000	chr1	12905000	12910000	0.07053513205429347	3.2
chr1	12475000	12480000	chr1	12905000	12910000	0.05677504749790459	2.599207668339954
chr1	12570000	12575000	chr1	12905000	12910000	0.0870444618513999	3.6758347359905126
chr1	12590000	12595000	chr1	12905000	12910000	0.09198215166371086	3.6758347359905126
chr1	12625000	12630000	chr1	12905000	12910000	0.04809769580013025	3.6758347359905126
chr1	12705000	12710000	chr1	12905000	12910000	0.03190267626500083	2.111212657236631
chr1	12770000	12775000	chr1	12900000	12905000	6.279330868406353e-08	2.599207668339954
chr1	12935000	12940000	chr1	13110000	13115000	2.3198691622027134e-06	2.599207668339954
chr1	12935000	12940000	chr1	13055000	13060000	0.024017791064634707	2.111212657236631
chr1	12935000	12940000	chr1	13205000	13210000	2.961807028998921e-06	2.111212657236631
chr1	12935000	12940000	chr1	13600000	13605000	0.04813247316153283	2.599207668339954
chr1	13060000	13065000	chr1	13200000	13205000	0.03157280722763816	2.111212657236631
chr1	13120000	13125000	chr1	13295000	13300000	0.027743936502424408	2.111212657236631
chr1	13120000	13125000	chr1	13600000	13605000	0.000845164774238073	2.111212657236631
chr1	13120000	13125000	chr1	13200000	13205000	7.645266364431081e-10	2.111212657236631
chr1	13130000	13135000	chr1	13440000	13445000	0.07715541414484814	2.599207668339954
chr1	13155000	13160000	chr1	14695000	14700000	0.09198215166371086	2.599207668339954
chr1	13220000	13225000	chr1	13420000	13425000	0.06178061362114969	2.111212657236631
chr1	13215000	13220000	chr1	13600000	13605000	1.5349185811253108e-08	2.111212657236631
chr1	13220000	13225000	chr1	13565000	13570000	0.05731466662181315	2.111212657236631
chr1	13220000	13225000	chr1	13650000	13655000	0.024025982766927426	3.6758347359905126
chr1	13220000	13225000	chr1	13705000	13710000	0.059840154683560506	2.599207668339954
chr1	13295000	13300000	chr1	13600000	13605000	0.05143657122936726	2.111212657236631
chr1	13440000	13445000	chr1	13600000	13605000	0.00714634810642322	2.111212657236631
chr1	13440000	13445000	chr1	13655000	13660000	0.04013037347848278	2.111212657236631
chr1	13440000	13445000	chr1	13725000	13730000	0.0702014076379331	2.111212657236631
chr1	13735000	13740000	chr1	14700000	14705000	0.05143657122936726	2.111212657236631
chr1	13775000	13780000	chr1	14795000	14800000	9.731351628690554e-05	2.111212657236631
chr1	13795000	13800000	chr1	15245000	15250000	0.08006625815229967	3.6758347359905126
chr1	13800000	13805000	chr1	14790000	14795000	0.014852642386608156	3.2
chr1	13800000	13805000	chr1	15355000	15360000	0.03060612550239659	2.111212657236631
chr1	13860000	13865000	chr1	14400000	14405000	0.009740468554575766	2.111212657236631
chr1	13855000	13860000	chr1	14640000	14645000	2.8715202753267845e-05	2.599207668339954
chr1	13855000	13860000	chr1	14795000	14800000	5.783845624662832e-10	2.599207668339954
chr1	13855000	13860000	chr1	14930000	14935000	2.654891471869603e-06	2.599207668339954
chr1	13855000	13860000	chr1	15690000	15695000	0.0003050249840600251	2.599207668339954
chr1	13860000	13865000	chr1	14195000	14200000	0.028724760639233734	3.6758347359905126
chr1	13860000	13865000	chr1	14530000	14535000	0.05677504749790459	2.111212657236631
chr1	13860000	13865000	chr1	14575000	14580000	0.018046347682108634	2.111212657236631
chr1	13860000	13865000	chr1	14605000	14610000	0.043533527474689054	2.111212657236631
chr1	13860000	13865000	chr1	14670000	14675000	0.04013037347848278	2.111212657236631
chr1	13860000	13865000	chr1	14755000	14760000	9.731351628690554e-05	2.111212657236631
chr1	13860000	13865000	chr1	14985000	14990000	0.07823025279781481	2.111212657236631
chr1	14025000	14030000	chr1	15810000	15815000	0.03581797522617887	2.599207668339954
chr1	14205000	14210000	chr1	14795000	14800000	0.07582139812156821	2.111212657236631
chr1	14210000	14215000	chr1	14635000	14640000	0.060363307962929796	2.111212657236631
chr1	14370000	14375000	chr1	15875000	15880000	0.038150908875361114	2.599207668339954
chr1	14640000	14645000	chr1	14790000	14795000	0.02652374299477458	2.599207668339954
chr1	14810000	14815000	chr1	14930000	14935000	7.645266364431081e-10	2.111212657236631
chr1	14810000	14815000	chr1	14985000	14990000	0.0020148617841494326	2.111212657236631
chr1	14810000	14815000	chr1	15395000	15400000	0.04200203427597675	2.111212657236631
chr1	14810000	14815000	chr1	15690000	15695000	0.04146896729176029	2.111212657236631
chr1	14815000	14820000	chr1	15970000	15975000	0.041227203363283574	2.599207668339954
chr1	14820000	14825000	chr1	15865000	15870000	0.014153491053801783	2.599207668339954
chr1	14820000	14825000	chr1	16170000	16175000	0.02652374299477458	2.111212657236631
chr1	15115000	15120000	chr1	15815000	15820000	0.0828058445568322	2.111212657236631
chr1	15130000	15135000	chr1	15980000	15985000	0.09041279807329772	3.6758347359905126
chr1	15135000	15140000	chr1	16485000	16490000	0.05677504749790459	2.599207668339954
chr1	15180000	15185000	chr1	16455000	16460000	0.06178061362114969	2.111212657236631
chr1	15395000	15400000	chr1	15685000	15690000	0.02735117994480391	2.599207668339954
chr1	15395000	15400000	chr1	15970000	15975000	0.08472428800172585	2.111212657236631
chr1	15700000	15705000	chr1	15970000	15975000	0.0017545799378381984	2.599207668339954
chr1	15715000	15720000	chr1	15860000	15865000	0.03650343960684771	2.111212657236631
chr1	15770000	15775000	chr1	15965000	15970000	0.026001307501404534	3.2
chr1	15880000	15885000	chr1	16170000	16175000	0.06019344858386145	2.111212657236631
chr1	15955000	15960000	chr1	16135000	16140000	0.08643469577564272	5.571523605095194
chr1	15975000	15980000	chr1	16500000	16505000	0.05731466662181315	2.111212657236631
chr1	16135000	16140000	chr1	16505000	16510000	0.04013037347848278	2.111212657236631
chr1	16170000	16175000	chr1	16725000	16730000	0.0003110229299328286	2.111212657236631
chr1	16175000	16180000	chr1	16585000	16590000	0.025974834805779543	2.111212657236631
chr1	16175000	16180000	chr1	16685000	16690000	0.09908204989419682	2.111212657236631
chr1	16180000	16185000	chr1	16370000	16375000	0.05903953938243146	2.111212657236631
chr1	16180000	16185000	chr1	16500000	16505000	0.001107979291885168	2.111212657236631
chr1	16180000	16185000	chr1	17165000	17170000	0.04809769580013025	2.599207668339954
chr1	16410000	16415000	chr1	17145000	17150000	0.09362037048700533	2.111212657236631
chr1	16510000	16515000	chr1	17190000	17195000	8.524851612123907e-06	2.111212657236631
chr1	16590000	16595000	chr1	16685000	16690000	0.08219312164411852	2.111212657236631
chr1	16590000	16595000	chr1	17185000	17190000	0.02792539814581901	4.525483399593905
chr1	16635000	16640000	chr1	17195000	17200000	0.06178061362114969	3.6758347359905126
chr1	16685000	16690000	chr1	16725000	16730000	0.06377431851147874	2.111212657236631
chr1	16695000	16700000	chr1	17195000	17200000	0.012299560824090488	2.599207668339954
chr1	16730000	16735000	chr1	17165000	17170000	0.04813247316153283	2.111212657236631
chr1	16785000	16790000	chr1	17195000	17200000	0.05903953938243146	2.111212657236631
chr1	16865000	16870000	chr1	17190000	17195000	8.610430954861763e-06	2.111212657236631
chr1	16865000	16870000	chr1	17695000	17700000	0.08922701619342822	2.111212657236631
chr1	16870000	16875000	chr1	16995000	17000000	0.05677504749790459	2.599207668339954
chr1	16870000	16875000	chr1	17160000	17165000	0.05677504749790459	2.111212657236631
chr1	16945000	16950000	chr1	17005000	17010000	0.038240028169703386	2.599207668339954
chr1	17230000	17235000	chr1	17810000	17815000	0.032957036611427515	5.571523605095194
chr1	17230000	17235000	chr1	17850000	17855000	0.03814072570864242	4.222425314473262
chr1	17230000	17235000	chr1	17575000	17580000	0.02358567044467661	3.2
chr1	17235000	17240000	chr1	17640000	17645000	0.03490516468228954	3.6758347359905126
chr1	17230000	17235000	chr1	17695000	17700000	1.8325930004272968e-07	3.2
chr1	17235000	17240000	chr1	17475000	17480000	0.04013037347848278	3.6758347359905126
chr1	17240000	17245000	chr1	17435000	17440000	0.013521100714887256	3.2
chr1	17275000	17280000	chr1	17315000	17320000	0.028319157039271934	2.111212657236631
chr1	17305000	17310000	chr1	17600000	17605000	0.03581797522617887	2.111212657236631
chr1	16515000	16520000	chr1	18175000	18180000	0.010869891507419231	2.111212657236631
chr1	16690000	16695000	chr1	18125000	18130000	0.031695417720846115	2.111212657236631
chr1	16850000	16855000	chr1	18175000	18180000	0.05513542723717952	3.6758347359905126
chr1	16870000	16875000	chr1	18170000	18175000	0.022901753335949907	2.599207668339954
chr1	17230000	17235000	chr1	18175000	18180000	4.61855376157061e-06	2.599207668339954
chr1	17230000	17235000	chr1	18080000	18085000	1.0209994010267736e-05	2.111212657236631
chr1	17315000	17320000	chr1	18000000	18005000	0.04210172461094313	2.111212657236631
chr1	18050000	18055000	chr1	18175000	18180000	6.221746258934975e-08	2.111212657236631
chr1	18050000	18055000	chr1	18355000	18360000	0.034414899910639105	2.111212657236631
chr1	18200000	18205000	chr1	18360000	18365000	0.007707000848241844	2.599207668339954
chr1	18275000	18280000	chr1	18355000	18360000	0.0116622467978738	2.111212657236631
chr1	18425000	18430000	chr1	19125000	19130000	0.023427763310926764	2.111212657236631
chr1	18430000	18435000	chr1	18860000	18865000	9.378801154628451e-06	2.111212657236631
chr1	18430000	18435000	chr1	19045000	19050000	1.4470988340953284e-06	2.111212657236631
chr1	18430000	18435000	chr1	19245000	19250000	9.028950770978932e-07	2.111212657236631
chr1	18480000	18485000	chr1	18860000	18865000	0.002942944590725759	2.111212657236631
chr1	18480000	18485000	chr1	19045000	19050000	0.006501021158546441	2.111212657236631
chr1	18520000	18525000	chr1	18850000	18855000	0.07598801599113071	2.111212657236631
chr1	19145000	19150000	chr1	20710000	20715000	0.034994252608821656	2.111212657236631
chr1	19175000	19180000	chr1	19300000	19305000	1.983035818886592e-08	2.599207668339954
chr1	19270000	19275000	chr1	20325000	20330000	0.029891997998096286	2.111212657236631
chr1	19270000	19275000	chr1	20620000	20625000	0.0008977384872462349	2.111212657236631
chr1	19275000	19280000	chr1	20580000	20585000	2.4985422494516737e-06	2.111212657236631
chr1	19290000	19295000	chr1	20960000	20965000	0.01275993596071255	3.2
chr1	19360000	19365000	chr1	20580000	20585000	0.0038797604162051635	2.111212657236631
chr1	19610000	19615000	chr1	20465000	20470000	0.00021470268858151152	2.111212657236631
chr1	20680000	20685000	chr1	20815000	20820000	0.02518378968401919	2.111212657236631
chr1	20680000	20685000	chr1	20865000	20870000	0.004201295264015467	2.111212657236631
chr1	20680000	20685000	chr1	21005000	21010000	0.005475817954741792	2.111212657236631
chr1	20680000	20685000	chr1	21220000	21225000	0.009237184695953242	3.2
chr1	20765000	20770000	chr1	21005000	21010000	0.00344122702058553	2.599207668339954
chr1	20770000	20775000	chr1	20865000	20870000	4.360081002462045e-05	2.111212657236631
chr1	20770000	20775000	chr1	21225000	21230000	0.0003331294034431356	3.6758347359905126
chr1	20780000	20785000	chr1	22300000	22305000	0.08965871507407026	2.111212657236631
chr1	20885000	20890000	chr1	20960000	20965000	0.006636557245419658	2.111212657236631
chr1	20895000	20900000	chr1	21000000	21005000	0.09240936962475806	3.2
chr1	20900000	20905000	chr1	21230000	21235000	0.012407307548717677	2.111212657236631
chr1	20975000	20980000	chr1	22500000	22505000	0.01341165427361481	2.111212657236631
chr1	21000000	21005000	chr1	21270000	21275000	0.04726800295150696	4.525483399593905
chr1	21000000	21005000	chr1	21315000	21320000	0.036954070430013135	4.525483399593905
chr1	21005000	21010000	chr1	21165000	21170000	4.565751323338551e-05	2.111212657236631
chr1	21005000	21010000	chr1	21230000	21235000	7.09939440568519e-10	2.111212657236631
chr1	21005000	21010000	chr1	21335000	21340000	0.02247155390684287	3.2
chr1	21015000	21020000	chr1	22340000	22345000	0.0989112904287805	3.6758347359905126
chr1	21235000	21240000	chr1	21340000	21345000	0.0001091975877996677	2.111212657236631
chr1	21235000	21240000	chr1	21410000	21415000	0.01595774162938072	2.599207668339954
chr1	21235000	21240000	chr1	22340000	22345000	0.010869891507419231	2.599207668339954
chr1	21285000	21290000	chr1	21340000	21345000	3.8624647004579874e-08	2.599207668339954
chr1	21285000	21290000	chr1	21410000	21415000	0.00030244296795328603	2.111212657236631
chr1	21285000	21290000	chr1	22345000	22350000	0.03815518956519588	2.599207668339954
chr1	21320000	21325000	chr1	22565000	22570000	0.0995477627976228	2.599207668339954
chr1	21325000	21330000	chr1	22500000	22505000	0.00024892259901917866	2.111212657236631
chr1	21345000	21350000	chr1	21410000	21415000	0.014577175099400484	2.111212657236631
chr1	21345000	21350000	chr1	22340000	22345000	0.0007708210830292918	2.111212657236631
chr1	21420000	21425000	chr1	22335000	22340000	0.01456244100603155	2.111212657236631
chr1	21480000	21485000	chr1	22450000	22455000	0.0020621209082699195	2.111212657236631
chr1	21475000	21480000	chr1	22570000	22575000	0.0477972768290089	2.111212657236631
chr1	21475000	21480000	chr1	23175000	23180000	0.06542764482314901	3.2
chr1	21480000	21485000	chr1	22035000	22040000	0.0023394936634086078	2.599207668339954
